STATE,YEAR,INCOME,PERC_BUSINESS_RETURN,UNEMP_COMP_PR,PERC_RE,AGI_PR
Kentucky,2012,50k - 75k,14.92,538.15,39.08,61653.98511
Mississippi,2012,25k - 50k,12.86,220.17,15.81,35493.83625
Oklahoma,2015,Under 25k,15.24,113.49,2.73,12625.76563
Michigan,2014,50k - 75k,14.33,286.74,32.64,61664.9098
Louisiana,2014,100k - 200k,21.44,56.68,52.19,135127.3725
Alaska,2010,50k - 75k,16.24,867.34,35.67,61733.49201
Missouri,2012,50k - 75k,15.82,393.75,37.76,61630.13354
New Mexico,2013,Under 25k,13.24,312.02,3.5,12424.38936
Ohio,2011,75k - 100k,16.62,498.32,61.12,86312.16043
Wyoming,2014,50k - 75k,15.46,202.47,23.03,61991.2585
Utah,2013,Under 25k,11.79,158.52,4.4,12323.66092
Mississippi,2011,75k - 100k,18.69,204.76,52.39,86453.57586
Alabama,2010,25k - 50k,12.66,453.89,20.66,35853.40046
Washington,2013,Under 25k,11.2,357.55,5.37,12530.91245
Maryland,2011,200k+,25.44,77.44,95.44,423038.2338
New Jersey,2010,75k - 100k,15.2,1869.55,68.47,86729.37387
Nebraska,2012,100k - 200k,18.86,87.12,75.97,137348.6664
Oklahoma,2010,100k - 200k,23.48,257.64,75.96,134881.9226
Connecticut,2011,100k - 200k,20.86,867.85,87.47,135902.1797
South Dakota,2015,100k - 200k,20.1,27.23,39.93,137907.872
Oklahoma,2013,Under 25k,14.59,180.36,3.15,12598.60415
California,2012,Under 25k,19.7,666.22,5.26,12794.2891
Louisiana,2015,100k - 200k,21.21,56.4,52.62,135344.3966
South Carolina,2015,100k - 200k,19.31,60.46,75.71,134116.1631
Connecticut,2015,200k+,25.48,137.38,93.5,627363.9664
Pennsylvania,2013,75k - 100k,14.76,721.01,50.56,86569.82383
Michigan,2015,75k - 100k,15.67,205.52,45.06,86667.60344
West Virginia,2010,100k - 200k,18.29,355.12,68.6,135718.9458
Tennessee,2011,100k - 200k,22.49,236.79,66.37,132852.7751
Idaho,2015,25k - 50k,14.53,256.18,16.36,36114.75147
Hawaii,2015,Under 25k,13.92,110.31,3.68,12334.82455
Michigan,2012,100k - 200k,17.98,326.27,78.05,133634.9973
Idaho,2011,25k - 50k,15.92,844.02,24.94,36433.52698
Colorado,2010,25k - 50k,14.02,1054.58,25.43,36256.30268
Rhode Island,2011,75k - 100k,16.57,1266.01,69.19,86445.95535
Mississippi,2014,Under 25k,19.31,122.02,2.29,13125.69909
Indiana,2013,75k - 100k,15.65,275.46,43.93,86463.08355
United States,2014,25k - 50k,12.56,271.82,14.51,36165.00741
District Of Columbia,2011,25k - 50k,11.27,522.95,12.43,36790.22539
Indiana,2015,75k - 100k,15.77,128.34,38.62,86554.36999
Pennsylvania,2014,Under 25k,10.74,233.03,3.7,11578.04459
Wisconsin,2010,25k - 50k,10.88,1200.21,26.75,36285.57683
Rhode Island,2015,Under 25k,12.69,216.27,4.56,12105.54671
Kansas,2014,Under 25k,11.01,120.87,3.72,12055.22572
District Of Columbia,2011,100k - 200k,19.62,175.68,67.41,137424.7169
District Of Columbia,2011,50k - 75k,12.74,225.84,28.97,61166.22624
Mississippi,2010,25k - 50k,13.19,375.36,17.47,35583.10072
District Of Columbia,2012,25k - 50k,11.6,424.59,11.64,36873.90925
Colorado,2012,50k - 75k,17.1,469.31,42.96,61634.49993
Illinois,2014,200k+,21.27,123.53,90.09,524478.4545
Illinois,2014,75k - 100k,14.48,352.64,52.96,86702.45661
Washington,2011,50k - 75k,13.8,1004.62,43.67,61655.41999
Missouri,2012,200k+,25.45,66.2,93.39,540393.0365
Virginia,2015,200k+,21.73,22.16,93.15,418794.0699
Maryland,2010,100k - 200k,20.18,342.12,89.1,136541.6816
Pennsylvania,2012,25k - 50k,10.14,982.95,17.9,36265.8956
Utah,2011,50k - 75k,17.61,420.39,57.5,61657.13267
Idaho,2014,100k - 200k,20.83,138.74,74.39,133913.4734
Connecticut,2012,25k - 50k,11.53,1028.32,23.39,36458.79836
West Virginia,2015,75k - 100k,12.78,343.24,28.17,87241.76491
Missouri,2013,75k - 100k,16.63,248.64,50.65,86842.90951
South Carolina,2014,Under 25k,15.15,109.37,3.48,12659.40699
Tennessee,2010,25k - 50k,13.62,623.68,18.79,35871.35133
Utah,2013,100k - 200k,20.76,137.56,83.16,132236.2525
Tennessee,2015,200k+,31.07,3.21,76.65,503635.7351
Massachusetts,2012,75k - 100k,17,967.48,60.12,86645.54349
Connecticut,2015,100k - 200k,20.45,369.68,83.11,137498.0384
Oregon,2012,50k - 75k,15.85,806.12,50.47,61609.31848
Rhode Island,2015,25k - 50k,10.32,393.47,16.36,36232.84438
Illinois,2015,50k - 75k,12.87,327.89,33.64,61598.84042
Rhode Island,2013,200k+,26.21,180.45,94.28,456183.1274
Delaware,2011,50k - 75k,12.1,592.8,45.84,61629.53326
North Dakota,2014,75k - 100k,16.68,169.95,18.98,87555.97201
Indiana,2012,50k - 75k,14.19,486.68,33.17,61609.69489
North Carolina,2011,75k - 100k,18.55,654.05,68.84,86414.61982
Pennsylvania,2010,50k - 75k,13.58,1570.92,41.71,61674.71225
New York,2013,100k - 200k,18.25,379.65,71.87,136267.842
West Virginia,2014,50k - 75k,11.77,356.04,18.12,61833.5406
Hawaii,2011,200k+,29.6,78.19,87.21,411003.735
Colorado,2011,Under 25k,15.18,641.01,6.79,12501.37781
Arkansas,2015,100k - 200k,19.4,115.49,66.76,135058.2547
Ohio,2010,200k+,25.96,133.24,93.92,467395.804
Virginia,2011,200k+,21.8,62.29,94.95,413936.4392
Indiana,2015,100k - 200k,17.58,72.74,65.68,133533.2706
Washington,2013,100k - 200k,17.09,428.1,66.84,135023.4863
Delaware,2012,100k - 200k,16.42,373.31,79.24,134391.6889
Minnesota,2015,Under 25k,11.47,116.25,4.22,11786.11189
Georgia,2012,50k - 75k,17.44,338.75,48.66,61354.18177
South Carolina,2013,100k - 200k,19.05,147.81,78.85,133565.4219
Oregon,2014,50k - 75k,15.3,380.27,43.47,61624.34068
Michigan,2013,50k - 75k,14.48,435.17,35.07,61629.89739
Utah,2011,75k - 100k,19.07,311.3,74.79,86290.68056
Pennsylvania,2015,50k - 75k,12.65,452.71,31.21,61590.97537
New Mexico,2012,200k+,26.55,61.3,88.69,464160.0895
Louisiana,2011,100k - 200k,21.34,101.47,59.38,132854.7627
Alaska,2011,Under 25k,10.6,1014.89,2.64,11153.20776
Wyoming,2012,50k - 75k,15.45,332.45,27.32,61951.56951
Texas,2011,50k - 75k,17.21,434.41,32.21,61407.44243
New Mexico,2015,100k - 200k,19.36,109.35,62.11,134674.3367
Virginia,2012,100k - 200k,17.77,152.21,81.14,137368.9781
Delaware,2010,25k - 50k,9.28,809.12,23.45,36251.51161
Idaho,2015,100k - 200k,20.73,116.48,74.45,134622.9441
Georgia,2015,75k - 100k,18.82,80.92,56.11,86608.34105
Ohio,2012,100k - 200k,18.92,270.84,78.64,133128.2474
Minnesota,2014,50k - 75k,15.47,382.23,38.54,61691.55941
Virginia,2014,200k+,21.94,44.92,93.05,420415.9599
Nevada,2014,100k - 200k,17.97,230.59,57.23,133419.8649
Rhode Island,2011,100k - 200k,19.79,940.71,87.74,133547.4306
Kansas,2012,50k - 75k,16.8,389.36,35.32,61873.55248
New Mexico,2012,Under 25k,13.14,435.69,3.96,12396.85706
Nebraska,2013,25k - 50k,12.07,163.3,14.84,36182.47344
Michigan,2013,100k - 200k,17.76,235.37,74.82,133774.683
Connecticut,2013,100k - 200k,20.49,646.48,85.16,136700.7843
District Of Columbia,2014,75k - 100k,15.03,81.69,39.99,86520.91545
Washington,2014,50k - 75k,12.9,401.1,32.71,61649.45775
West Virginia,2012,100k - 200k,16.77,268.77,62.51,133386.259
Indiana,2015,Under 25k,11.5,64.12,2.82,11850.41425
Colorado,2014,75k - 100k,19.06,205.82,50.62,86694.32909
Wisconsin,2013,100k - 200k,16.72,266.8,83.95,132801.8729
Rhode Island,2012,200k+,26.83,293.21,94.42,503968.411
Texas,2013,75k - 100k,18.74,265.27,38.7,86632.39535
Colorado,2010,Under 25k,15.02,771.66,7.5,12565.30352
California,2012,75k - 100k,17.71,720.48,55.33,86565.22667
Rhode Island,2011,200k+,27.05,321.31,95.04,474360.8676
North Carolina,2010,100k - 200k,20.19,692.23,87.79,134049.4823
Tennessee,2015,100k - 200k,22.2,41.84,53.03,134395.4438
Nebraska,2011,50k - 75k,17.82,247.46,38.54,62044.4766
Louisiana,2013,100k - 200k,21.43,73.08,54.37,134752.4002
District Of Columbia,2015,75k - 100k,14.99,55.26,37.35,86469.34097
Nevada,2013,75k - 100k,14.7,485.71,42.77,86407.86317
Tennessee,2012,25k - 50k,13.23,311.8,15.62,35871.1248
United States,2010,50k - 75k,15.47,953.89,44.29,61671.92677
Georgia,2014,75k - 100k,18.83,102.02,58.21,86579.59567
New Mexico,2011,200k+,26.78,45.76,89.77,415952.9039
Arizona,2012,Under 25k,14.77,386.54,6.34,13136.38046
Tennessee,2011,50k - 75k,17.14,411.4,34.28,61395.16487
Minnesota,2010,100k - 200k,18.99,708.07,89.25,134688.397
Louisiana,2012,25k - 50k,13.86,173.49,11.6,36000.92883
California,2015,100k - 200k,20.3,311.16,69,137761.1166
Delaware,2014,25k - 50k,9.08,244.56,16.32,36177.88036
Washington,2013,200k+,21.94,180.74,82.4,446744.5739
Illinois,2012,25k - 50k,11.33,755.5,20.47,36232.82846
South Dakota,2011,100k - 200k,21.92,51.43,52.04,134463.6586
Nebraska,2010,100k - 200k,19.39,139.46,82.2,136589.6399
Oregon,2010,75k - 100k,17.83,1187.13,75.9,86473.46204
Utah,2014,Under 25k,11.96,97.7,3.95,12363.67117
Michigan,2011,50k - 75k,14.99,814.67,43.15,61671.59703
Vermont,2014,Under 25k,14.63,185.11,3.92,11809.51766
Connecticut,2012,75k - 100k,17.18,865.19,68.12,86679.80399
Minnesota,2012,50k - 75k,16.31,552.56,46.21,61759.48692
Tennessee,2011,200k+,31.91,57.21,85.14,472662.3432
Idaho,2013,75k - 100k,19.49,303.14,56.13,86598.21323
Vermont,2010,50k - 75k,21.84,796.66,44.18,62345.07953
Ohio,2015,200k+,24.97,12.89,90.37,466127.2617
Alabama,2010,75k - 100k,17.35,374.8,58.49,86670.84054
Kansas,2014,100k - 200k,21.03,125.76,68.31,135946.0623
Colorado,2013,25k - 50k,13.57,424.49,17.69,36280.04278
Vermont,2015,100k - 200k,21.48,61.63,75.17,138381.1555
Montana,2010,75k - 100k,21.34,597.47,63.77,87014.52481
New Hampshire,2014,100k - 200k,19.7,234.21,69.41,136171.6473
Tennessee,2012,50k - 75k,16.92,312.37,31.23,61374.46116
Nevada,2015,50k - 75k,13.13,291.44,28.84,61516.55142
Illinois,2015,Under 25k,16.69,152.49,4.54,12180.28202
Alaska,2014,25k - 50k,12.56,805.35,8.41,36513.80488
Maine,2012,25k - 50k,15.43,524.54,20.82,36072.44092
Minnesota,2013,200k+,21.7,94.11,94.32,454057.462
Oregon,2010,50k - 75k,16.85,1434.83,58.02,61679.25252
